transform,total_freq,label_ratio,impact_ratio,fail_num,pass_num,sus_score
"('insert', (), ('SPACE', 'NOUN', 'NOUN', 'PROPN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PROPN', 'NUM'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'NOUN', 'NOUN'))",6,1.0,0.16666666666666666,0,6,59.75103734439834
"('insert', (), ('SPACE', 'ADV', 'ADJ', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'NOUN', 'NUM', 'NOUN'))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('SPACE', 'PROPN', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PROPN', 'NOUN'))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('SPACE', 'PROPN', 'PROPN', 'PROPN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'VERB', 'ADP', 'PROPN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'NOUN', 'NOUN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('VERB',))",85,1.0,0.011764705882352941,10,75,60.06500541711809
"('replace', ('NOUN',), ('NOUN',))",124,1.0,0.008064516129032258,12,112,54.45252441304799
"('insert', (), ('SPACE', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('SCONJ',), ('VERB',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('NOUN', 'PUNCT', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB'), ('NOUN', 'NOUN', 'NOUN', 'PRON', 'VERB'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET', 'NOUN'), ('PROPN', 'NOUN'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'ADV', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'ADP', 'NOUN', 'NOUN', 'PUNCT'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('ADV',), ('ADV',))",7,1.0,0.14285714285714285,2,5,83.86023294509151
"('insert', (), ('SPACE', 'SCONJ', 'PRON', 'PUNCT', 'VERB', 'PRON', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT'))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('VERB',), ('ADJ',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('replace', ('DET', 'NOUN'), ('NOUN', 'NOUN'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('PRON',), ('NOUN',))",8,1.0,0.125,1,7,72.20630372492836
"('replace', ('VERB',), ('NOUN', 'SPACE', 'ADP', 'NOUN', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADP', 'PROPN', 'PROPN'), ('PROPN', 'NOUN', 'NOUN', 'SPACE', 'ADV', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADV',), ('PROPN',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB', 'NOUN'), ('NOUN', 'NOUN', 'SPACE', 'SCONJ', 'PRON', 'PUNCT', 'VERB', 'PRON', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET', 'NOUN'), ('DET', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PROPN',), ('NOUN',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'ADP', 'NOUN', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('PROPN', 'PROPN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT'))",11,1.0,0.09090909090909091,1,10,65.39085306519624
"('insert', (), ('SPACE', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT'))",9,1.0,0.1111111111111111,0,9,50.960566228513656
"('insert', (), ('SPACE', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'DET', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PRON', 'PUNCT', 'VERB', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT'))",13,1.0,0.07692307692307693,2,11,72.20630372492836
"('insert', (), ('SPACE', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PART', 'AUX', 'ADJ', 'PUNCT'))",7,1.0,0.14285714285714285,1,6,74.8051948051948
"('insert', (), ('PROPN', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PART', 'AUX', 'ADJ', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'DET', 'PROPN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADP', 'NOUN'), ('PRON', 'VERB', 'SPACE', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('PUNCT',))",59,1.0,0.01694915254237288,1,58,26.04987724512211
"('replace', ('ADP',), ('VERB',))",5,1.0,0.2,0,5,63.39622641509435
"('insert', (), ('SPACE', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'))",3,1.0,0.3333333333333333,1,2,87.38621586475944
"('replace', ('ADP',), ('PROPN',))",8,1.0,0.125,0,8,53.58851674641147
"('insert', (), ('SPACE', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT'))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('SPACE', 'ADJ', 'CCONJ', 'PUNCT'))",4,1.0,0.25,0,4,67.51507032819826
"('replace', ('ADJ',), ('VERB',))",4,1.0,0.25,0,4,67.51507032819826
"('insert', (), ('SPACE', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('AUX',), ('PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'VERB', 'DET'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ', 'NOUN'), ('ADV', 'ADJ', 'NOUN', 'PUNCT', 'ADP'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('VERB', 'NOUN', 'VERB', 'SPACE', 'NOUN', 'PUNCT', 'AUX', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('ADP', 'PROPN', 'SPACE', 'DET', 'PART', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'VERB', 'ADJ', 'AUX', 'ADP', 'SPACE', 'NOUN', 'NOUN', 'DET', 'PROPN', 'PUNCT', 'VERB'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('NOUN', 'PUNCT', 'AUX', 'PART', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ'), ())",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('NOUN',))",5,1.0,0.2,0,5,63.39622641509435
"('replace', ('VERB',), ('PROPN', 'SPACE', 'CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'DET', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'VERB'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('PUNCT', 'NOUN', 'ADP', 'SPACE', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NUM', 'PART', 'ADV', 'NOUN', 'ADP', 'PROPN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ', 'CCONJ', 'ADV', 'ADJ', 'NOUN'), ('NOUN',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADV',), ('PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'PART', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SPACE', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('ADJ', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PUNCT', 'SCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NUM', 'SCONJ'), ('ADV',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADV', 'VERB', 'PUNCT', 'PRON', 'AUX'), ('AUX',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('NUM', 'ADJ', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'PRON', 'PRON', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADJ', 'PRON', 'ADP', 'DET', 'SPACE', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'SCONJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADP'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT'), ('PROPN', 'PUNCT', 'ADJ', 'VERB', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADV',), ('SPACE', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PRON', 'ADP', 'NOUN', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'ADP', 'ADV', 'PART', 'PROPN'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('ADJ', 'PROPN', 'PROPN'), ())",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('PROPN',), ())",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('PROPN', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PART', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'VERB', 'PRON', 'ADP', 'PART', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADP', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ'), ('NOUN',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN', 'NOUN', 'ADP'), ('PUNCT',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('X', 'PUNCT'), ('PRON',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('ADP', 'SPACE', 'NOUN', 'ADP', 'CCONJ', 'VERB', 'DET', 'ADJ', 'VERB', 'SPACE', 'NOUN', 'PUNCT', 'VERB'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('VERB', 'NOUN'), ())",2,1.0,0.5,1,1,91.22171945701358
"('insert', (), ('ADJ', 'NOUN', 'ADV'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ',), ('VERB', 'VERB', 'ADJ', 'PROPN', 'PART', 'NOUN', 'NOUN', 'ADP', 'SPACE', 'DET', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('NOUN',), ())",6,1.0,0.16666666666666666,0,6,59.75103734439834
"('insert', (), ('SPACE', 'NUM'))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('SPACE', 'NOUN'))",40,1.0,0.025,2,38,44.42485676509476
"('insert', (), ('SPACE', 'ADP', 'ADJ', 'NOUN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PROPN'))",12,1.0,0.08333333333333333,2,10,73.91835736983622
"('insert', (), ('SPACE', 'PROPN', 'NUM', 'NOUN', 'NOUN'))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'NOUN'))",8,1.0,0.125,0,8,53.58851674641147
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'X'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('NOUN',), ('PRON',))",4,1.0,0.25,1,3,83.86023294509151
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'NUM', 'NUM', 'NOUN'))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('NOUN',), ('VERB',))",6,1.0,0.16666666666666666,1,5,77.59815242494227
"('replace', ('VERB', 'NUM'), ('VERB', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB', 'PRON'), ('VERB', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN', 'NOUN', 'NOUN'), ('NOUN', 'NOUN', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN', 'NOUN', 'NOUN'), ('NOUN', 'NOUN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PART', 'VERB'), ('NOUN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'PROPN'))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('SPACE', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PROPN', 'NOUN', 'VERB', 'VERB', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'X', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('PROPN',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('AUX',))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('AUX',), ())",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('DET', 'ADJ'), ('VERB', 'ADJ'))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('ADJ',), ('ADJ',))",21,1.0,0.047619047619047616,8,13,86.97986577181207
"('replace', ('VERB',), ('DET',))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('ADV', 'ADJ'), ('DET', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('ADV',))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('PRON',), ('ADJ',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET',), ('ADV',))",4,1.0,0.25,0,4,67.51507032819826
"('insert', (), ('PRON',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('delete', ('DET',), ())",6,1.0,0.16666666666666666,2,4,86.17839840410375
"('replace', ('PUNCT',), ('VERB',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('PUNCT',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NUM', 'ADJ'), ('VERB', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB', 'NUM'), ('VERB', 'ADJ'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'ADJ', 'PROPN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'ADJ', 'NOUN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'ADJ', 'CCONJ', 'ADV', 'ADV', 'ADJ', 'PUNCT'))",4,1.0,0.25,0,4,67.51507032819826
"('replace', ('ADV',), ('ADV', 'SPACE', 'NUM', 'ADP', 'PRON', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('PROPN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'SPACE'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('X',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('SCONJ',), ('PRON',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NUM',), ('NOUN',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('PROPN', 'PROPN', 'SPACE', 'NUM'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('PRON', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ',), ('NOUN',))",5,1.0,0.2,0,5,63.39622641509435
"('insert', (), ('SPACE', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PROPN', 'PROPN'), ('PROPN', 'PROPN', 'SPACE', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET',), ('DET',))",5,1.0,0.2,0,5,63.39622641509435
"('insert', (), ('SPACE', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PUNCT'))",3,1.0,0.3333333333333333,0,3,72.20630372492836
